x,y
19,0.106017225
19,0.103484641
19,0.101945489
19,0.097663702
19,0.097366901
19,0.096061747
19,0.094201983
19,0.093150055
19,0.092402412
19,0.088458058
19,0.086254736
19,0.079221792
19,0.07837939
19,0.073896986
19,0.065848857
19,0.059599572
19,0.059549105
19,0.057766804
19,0.057222245
19,0.055369654
19,0.030850911
19,0.027333366
19,0.016807707
20,0.108147542
20,0.107387229
20,0.106382136
20,0.106017225
20,0.103484641
20,0.101945489
20,0.097663702
20,0.097366901
20,0.096061747
20,0.094201983
20,0.093150055
20,0.092402412
20,0.088458058
20,0.087989145
20,0.084910551
20,0.07837939
20,0.073896986
20,0.065848857
20,0.063747418
20,0.059599572
20,0.059549105
20,0.057766804
20,0.057222245
20,0.055369654
20,0.030850911
20,0.027333366
20,0.016807707
21,0.108147542
21,0.107387229
21,0.106382136
21,0.106017225
21,0.103484641
21,0.101945489
21,0.097663702
21,0.097366901
21,0.096061747
21,0.094201983
21,0.093150055
21,0.092402412
21,0.090156432
21,0.088458058
21,0.087989145
21,0.084910551
21,0.081661184
21,0.073896986
21,0.065848857
21,0.063747418
21,0.059599572
21,0.059549105
21,0.057766804
21,0.057222245
21,0.055369654
21,0.051144137
21,0.027333366
21,0.016807707
22,0.108147542
22,0.107387229
22,0.106382136
22,0.106017225
22,0.103484641
22,0.101945489
22,0.097663702
22,0.097366901
22,0.096061747
22,0.095395482
22,0.094201983
22,0.093150055
22,0.092402412
22,0.090156432
22,0.088458058
22,0.087989145
22,0.084910551
22,0.081661184
22,0.073896986
22,0.065848857
22,0.064500625
22,0.059549105
22,0.057766804
22,0.057222245
22,0.055369654
22,0.051144137
22,0.027333366
22,0.016807707
23,0.108147542
23,0.107387229
23,0.106382136
23,0.106017225
23,0.103484641
23,0.101945489
23,0.097663702
23,0.097366901
23,0.096061747
23,0.095395482
23,0.094201983
23,0.093150055
23,0.092402412
23,0.09088529
23,0.090156432
23,0.088458058
23,0.087989145
23,0.084910551
23,0.081661184
23,0.073896986
23,0.065848857
23,0.064500625
23,0.062326685
23,0.057766804
23,0.057222245
23,0.055369654
23,0.051144137
23,0.027333366
23,0.016807707
24,0.108147542
24,0.107387229
24,0.106382136
24,0.106017225
24,0.103484641
24,0.101945489
23,0.097663702
24,0.097366901
24,0.096061747
24,0.095395482
24,0.0945796
24,0.093150055
24,0.092402412
24,0.09088529
24,0.090156432
24,0.088458058
24,0.087989145
24,0.084910551
24,0.081661184
24,0.073896986
24,0.065848857
24,0.064500625
24,0.062326685
24,0.057766804
24,0.057222245
24,0.055369654
24,0.051144137
24,0.027333366
24,0.016807707
25,0.108147542
25,0.107387229
25,0.106382136
25,0.106017225
25,0.103484641
25,0.101945489
25,0.097663702
25,0.097366901
25,0.096061747
25,0.095395482
25,0.0945796
25,0.093150055
25,0.092402412
25,0.09088529
25,0.090156432
25,0.088458058
25,0.087989145
25,0.084910551
25,0.081661184
25,0.073896986
25,0.065848857
25,0.064500625
25,0.062326685
25,0.057766804
25,0.057222245
25,0.055369654
25,0.051144137
25,0.027333366
25,0.016807707
